modelId,type,text,brandId
Q0prMStwc1NWVlgvMC91N1ZVU2ZNQT09,model,PEUGEOT 508 RXH,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
NGV3bEt2UFFQRHp0Uk5KQU5lazFBUT09,model,PEUGEOT 807,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
Z2dYRHZCWjJzQTFYN2dHTjljVlhkdz09,model,SSANGYONG KGM Kyron,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
aFIwYmtTcXhkTWpCL2RvQlkxNW1veVJuNEExbEpxUTQ2Qm8xNEY5U2NNQT0=,model,SSANGYONG KGM Musso Sports,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
TkFucXNuNFpqVDRDQnFnTW9BOWVldz09,model,SUBARU Solterra,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
eHlOY1RKSStJSkx5SmM3MURKNTgrUT09,model,SUZUKI SX4,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
MFBtVGlRZ09zZmdVYVdmRWIwTGhNUT09,model,VOLKSWAGEN Jetta,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
bUI1U1ZCL0pmMkZOVlZ0UGZJUWk2dz09,model,VOLVO C30,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
Rkd3RnhLcFpNZXhGNW4vK1lWODZuUT09,model,BYD Atto 3,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
OEZvblhmUGZNRjBkU3lSVDhDaEIzUT09,model,DAEWOO Kalos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09
dWUxVFRwNEJCdnFkQ0VHN0xIcml5UT09,model,EVO EVO 4,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
OHpYMldPMEhiQmg0Zi9xTndzekV5M05sYkNBazlOZnd0U1JaNjBjZjFWQT0=,model,FIAT Punto Evo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
VW91dHdINUVrTnc2NzNXQUp1R2h4cTVMWEc4azdsQzFNWk11d3cxSEFGND0=,model,FORD Focus C-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
VnNFQ25iWjRnOXkyOW9tTEcxeTRyZz09,model,HONDA HR-V SUV,R0RqMUROenlmNFVBSnpURm42bGhxZz09
WlV0QzhHa3B3UXlqdjNaTEtPeEE2dz09,model,HYUNDAI Ioniq 6,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
bFVIOXk1NnZZeVRLN0VCS01vUng1Zz09,model,JAGUAR S-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
STdVcStBendRaGg1ZjdMSGF5SlNCaEhybE9xeHZnQW1SV3Q4V2VuQ2ROOD0=,model,MERCEDES Clase GLK,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
ZnFaN3k1UjdrSTh6T3BjRVhJT1AxZz09,model,PEUGEOT 107,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
SFRKQXpJcDRjdlJXdkJBc2V1QkI1Zz09,model,PEUGEOT RCZ,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
eWVWR2FLUjRycGRyeEwxNlpTWStSQT09,model,RENAULT Fluence,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
QXZpQjNqN0FaQnlqZ0Z5bVBhdVB3RFBpNld2aFMyOE5vNTI2NEFJTEIwZz0=,model,SUBARU Crosstrek,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
SjE4eVZUQzBwMnJnL0U5UzlwYU1kUT09,model,SUZUKI Samurai,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
b1VzbHNrcGhqeVhLaEZMZlczaHoxZz09,model,VOLKSWAGEN ID7,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
eXpwOVRwZzEwUEJlTlNhOFFZS20zZz09,model,ALFA ROMEO 147,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
WjNhenNDOElrWHh5NFZwNUN2Q25oZz09,model,BENTLEY Bentayga,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
M2F0RXJmN1JoRkd5Q2ZNU3pPZWJaZz09,model,BMW iX,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
OFQ2VXprSmdwcm82RnM1d21kTXNnZz09,model,BYD Dolphin,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
Y1lmYWJnZkg0Q0V4RHNwc2lVMmtBUT09,model,CHEVROLET Orlando,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
ODdHblJrclBsZzBqNzI5cEdrTXJNZz09,model,FIAT Fullback,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
TnYrSDNJakx4OVY3Vi9saGdPNzVIL1Y1cVBENFV3MDlybzRtRG03WmxVdz0=,model,FIAT Grande Punto,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
T1puUzc4S0oxdDFwOUpXUnJ6cmtHZz09,model,FIAT Stilo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
MWp0R3gvcTVrQ1k4WmUrR1NBOUplZz09,model,HONDA e NY1,R0RqMUROenlmNFVBSnpURm42bGhxZz09
TmJ6em5ERWlqY1Fpc0NmbUJnUHNHUT09,model,HYUNDAI Atos,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
RmVGR04rMUFlbXJCd2lCTTZaM29aUT09,model,KIA Venga,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
dzRVTGpwNVhDcVdCS3RlTXpPa3RwQT09,model,LEXUS GS,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
L0UwNzdVZGZxcDZLM0wyK2JGSi8xQT09,model,MAXUS Euniq 5,M3E0dEQ4d0RtbDZrM2V1ZDMyV0N5QT09
MTZ3ejkzZHAzRFd3MGZQNGVER0Jjdz09,model,MERCEDES Clase GL,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
RGFSY1d1SjRXSWdDVXhBVDV4SzFUdz09,model,PEUGEOT 1007,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
bFozbi9KWUVXRGZEMklhdmVUdi90QT09,model,PEUGEOT iOn,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
VGZRbTNsTlNUR2djOXArdGZCSDY3NVluWVk0RnEyZFo0dllRdkRTK200bz0=,model,TOYOTA Corolla Cross,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
VWdaTzRKZytTRmRZdjc5bmpGWDJ3QT09,model,VOLKSWAGEN IDBuzz,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
OThDY1dKUWxmdUdOb3ZZQXZXQS90VHhiRmVkV2VuUDJsa3NVeC9SLzU2QT0=,model,VOLKSWAGEN Passat CC,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
cmp3b3dpZjE0cFBNb0JNbEdxN2VyUT09,model,VOLVO S80,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
aXBJb3lWdGloZEIxK2IxRitVTXdDQT09,model,YUDO K3,RE9pdnF4M1ExTTlsZmw4ZndMQ0xNQT09
UWFQajFmTTFPT284NENrSXY1RWRtdz09,model,CHEVROLET Matiz,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
WVYwM0h6Z29xNGo0bzQwZ05uNVlSdz09,model,CITROEN C-Zero,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
UVBoUTVEMFRoeUxKcTZXUmpWMEw5UT09,model,CITROEN Saxo,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
ZmNYbWlMU0NiZUllVTBiZERHMjh3azBuc09yTFF6V1lhT1JwbkZaNkkraz0=,model,HYUNDAI Coupé,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
cUxIcEd3NEdyYy8vUFdXQUxDZmFVZz09,model,HYUNDAI Terracan,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
V1lkUEZubGdoT3UrQU1yajdyMlJ1cDJIR1RoNmFZaE1QRmJ5elZ6QzNQYz0=,model,MAXUS e Deliver 3,M3E0dEQ4d0RtbDZrM2V1ZDMyV0N5QT09
YmFzbmh0WHJwYWk1ZnRnTEdLcURDdz09,model,MERCEDES Clase CL,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
SUNYTHkvVXlXTGI4RFkzdmlUTUZIdz09,model,NISSAN Primera,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
ejNsRldibjl3NFZXVU5ZUy9pTU5aQT09,model,PEUGEOT 205,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
cjRtMjA5WW1PREJ2cEZvZWN5MWU3QT09,model,SSANGYONG KGM Actyon,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
QU00NnlQVW02cmo2bXlIZDQ0Rnd2dz09,model,AUDI R8,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
b2JhUjR4VHFpTVFQL0ZLMkdiZnhRUT09,model,BYD Seal U,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
R2twbW10ZG9wZXJZZjBKdHFoTThQdz09,model,CHRYSLER 300C,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
K2xBMHZDa2VpK0E3b09RRGlRend2MWZhVnlObWhBSFJyZFluWEtWWWlsST0=,model,CHRYSLER PT Cruiser,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
cWxPVDVsU0FlMTdBL2YwQ2ZTMzNGZz09,model,CHRYSLER Sebring,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
Y2dsZUgwTkpBNmtxOGxyUEtybzROUT09,model,CITROEN C8,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
UzdGelRzcFFEcnhSTjhDSkliS29MN1M3NU5ONUxqYXhBZEJjQUViT213TT0=,model,FERRARI Portofino,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
eXF0RmlqbXVsYmVuOUoycWlSSytuZz09,model,HYUNDAI Staria,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
L0FmL1p3aEhLQVMycFBubUZTeXFyZz09,model,INFINITI FX,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
eU5mQURkTEZhQURtRGVBMG5taG00UT09,model,INVICTA D2S,Nk1UcklZYWFGY3B6U2kvSDd5blR1dz09
Wk9QclBCVlowbVQ2TDd3T0ZNcXhCdUxNaEpwRXhEc2FmSnF4eVZMcCt4cz0=,model,LAMBORGHINI Huracán,d011WWxXSnl0SWF6aWdYMUhIdEkyQT09
Wnhsai9nckZtdDRpRDROR29hVVVWZz09,model,MAHINDRA XUV500,WjZTamQySzFPUk9zT2hUbUtXZko2UT09
dmorclRUN1NPS3hvNVJEUm56Y2t3UT09,model,SERES 3,NE1VQkZybWpQRlY1aTJ1VEJ4dHVyUT09
cjNPRElQRmVCci9BMTJta2l0VWpLQ1k4TEFTaXNmampSdkF3RS9hWTRCcz0=,model,VOLKSWAGEN Sportsvan,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
ZXY2cXN1MmRyRTFoUVJJTnhLTVZBZz09,model,VOLVO C70,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
L3NORlk5ckQwNmpRbWRHVFRBM1Fudz09,model,VOLVO XC70,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
Q1RQRHBlMDU4Mk9EakdKekN5L29QZz09,model,ALFA ROMEO 159,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
UHNUaEJZb0hla0hkTmNaMTBzN3QwQT09,model,ALPINE A110,Y0pOWTQwMjdXekR4a3NSRU9Xcms4Zz09
ejN5aGdhSmZ5M1BjNlFwOFdJdGF3Wm1PQ1ZTL1NycnJJcGlBMnF0aFJxTT0=,model,AUDI A1 Citycarver,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
bkFqTGw1cHpwZlVvNnNUUEhOOWxpQT09,model,CHEVROLET Trax,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
S0FYcEFFdTlrUWtJcG5lbVdlYjRCZz09,model,DFSK Serie K,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
OTR0TFpCQ0lpeHpROVlTVmtEVW1xaTlhWXRMaDRiOUU3MzNLSm9xYmFlOD0=,model,DODGE Challenger,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09
bHRHa0Z3THlrUHZpbGpia083V3A2UT09,model,DODGE Journey,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09
ZmJLM0FZVTFMMURORktqNUtNMkVRUT09,model,FERRARI 458,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
Qi9jK1VkMUZwRHc4M1QraWM1UHN6c2NsVDdkTnFOQlRpZktQOXpWR1RBcz0=,model,FERRARI California,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
cmlhVjgzZEI3UjlIWHJub1VIbGROdz09,model,FORD Escort,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
a2hNelUrYS9YZFZ6RzhoS2o5RlN3QT09,model,HYUNDAI H-1,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
Uyt5VXJwSHdPMng5UWNYcUFBQ2tqUT09,model,HYUNDAI Matrix,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
R1BkOFBqL2Roc3VmZXdQT2l1QXN5dz09,model,HYUNDAI Sonata,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
NERlQWljOGVGdmg4WDRmaG1aRDdNUT09,model,INVICTA Metro,Nk1UcklZYWFGY3B6U2kvSDd5blR1dz09
Z3dCeFMzMDdFRjd6Q2I4NU81K2MzUHFkNys0cmk4akx2Y0NqUmVEM1JVbz0=,model,JEEP Commander,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
dC9UcVRESEk1eTIzWDJsdEwwMzVSdz09,model,MERCEDES 200-500,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
YmU5RnhPMUxzNWdwdG00V3NXbFZ3Zz09,model,MG 5,UEtHRFJYbUtOZXZpOUp5NDltNUZJUT09
Y3NVaUtsVE5wQXVLZTZ4QTg1aGhURWFiN0plQk85SnB6UjJtY24wYWdpUT0=,model,NISSAN Interstar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
MUxWdXRjNnFoWkZQei9LYkZRb0pjQT09,model,PEUGEOT 208 XAD,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
S1BTUmp5RWFlam1KVDhZODhwNGx6Zz09,model,PEUGEOT 607,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
TlZvQ3dJSnAxdUVLOVcxQklONTJaUT09,model,SSANGYONG KGM XLV,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
blVZUkMyRUEvd1RjaFJ0RmdzU2REZz09,model,SUZUKI Baleno,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
REs5Z3ZvdmluNFcydUNLWkoxeVNSeG9Vb1M3eVFxOU9LWWE0bmZ6OGNHRT0=,model,SUZUKI Jimny Pro,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
UW9hc1FCaTRrNjNOaVg1RXV4UUVkUT09,model,TOYOTA Celica,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
MlNDa1BqVXdPcldRWWdvaXhVbXgwOS95RjNGVVUwaC96ZHJiaXc3WmFZRT0=,model,TOYOTA Highlander,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
R0hMMFJLYWhTdjFtdmhqZ25qME96OU01cmV2RkJJcjlhRUlFdkZNN2l6VT0=,model,TOYOTA Prius Plus,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
ajUrcmZDc2w1NFloOTNYUGhzek05Vk9kOUZ0c1VBaDFxNXVRMG8ybTBRcz0=,model,TOYOTA Proace City Verso,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
Ylc5ZVljQTdnQ0ZEYVhOWC8wNGxlUT09,model,VOLKSWAGEN Bora,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
aFBxb1hoZWlPK05YNFEzRFRuTGt6SDNSM2EweVFRWFFBUGFRN2hiUHhwcz0=,model,VOLKSWAGEN IDBuzz Cargo,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
ZjZ2cFU0cmJpM1lKVWhKTUVENUpTTVFjUEFZejVVeXM1N2YvNDBYVFRYTT0=,model,ABARTH 124 Spider,WFdNV1NtQndwNTF6d3J5TEgvZjJoUT09
TXRZZEF5bnZOZWZtV2JnWTFHRVIwZz09,model,ALFA ROMEO Junior,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
Qy9XQXNTNEJyTTRpNDVnUG9QSFM5QT09,model,AUDI Q8 e-tron,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
cHhGOW95ekVWaGZlRU4yc2JkY2RkbUdGaHVvZzFXNHFWY3R2N2lFSklMaz0=,model,BENTLEY Flying Spur,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
bHB5b1NWeXRPZkNhdGoycXVUenFvUT09,model,BYD Seal,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
ajd6WUJETEU4aytBUWJxV3EwNS9mZz09,model,CHEVROLET Spark,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
QXVVamhVQm42TUs1MDJFbHNEL1Rjdz09,model,CHRYSLER 300M,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
dzdPMzROTE45by9nNW4yYVB1YUFTUT09,model,CHRYSLER Crossfire,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09
dlF4cEN6ZUZ0ZHFDSmZULzdJaHBvZz09,model,CITROEN C6,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
VFFWa1pFQ29UbkpSOW5jNCtEb0VXTDlOY2JWSEJRQmZ2T2xyT2lMK0xKND0=,model,DACIA Dokker Comercial,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09
cTJGRXd1YnRpOXdZUkdDSk5iSnZWUT09,model,DODGE Caliber,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09
MG5uSW1YOGt3LzBvYlhpVzQxWG0ydz09,model,FERRARI 296 GTB,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
MmlJVUFlU3F5ajY5Rm12UW9pM0U0QT09,model,FERRARI 488,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
V0JFTXRTMGIyWTBvVVVXaGNZa1hNZz09,model,FERRARI Roma,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
ejU2WEl1YXd6alUwWUJHRUk1NmdMYTJtMitqZUVqczNQczFEUVp1cU9obz0=,model,FIAT Línea,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
MXJRTlZab1FhVnQwZXJjQ1pPUTRTQT09,model,GALLOPER Exceed,aEFxK2g2K3NoRWhrTmdmck5jTlA4QT09
bmsxaWhURE54a1l2VEVZTThNMUU2Zz09,model,HONDA Honda e,R0RqMUROenlmNFVBSnpURm42bGhxZz09
OWtDUTNDdzQvakkvUS95UzNBRmNlQT09,model,HYUNDAI Accent,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
dU43MmpmcnVJdFVHeUphWFlFY20rUT09,model,INFINITI G,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
Q2ZCRnVSSEh5VnoyQ1lEUyt3Q2h6QT09,model,INFINITI M,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
MG1TZ1NvdjcyaWJaVnVWbmJ5cC9OZz09,model,INFINITI Q70,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
Y1ZmSC93eW1WbE5MQUNXTXBNLzlQUT09,model,INFINITI QX70,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
bEJqNXM1T0ZST0tSZDY0aHNHdE03RnZQTXZsQnN4MEJROHR4OUQ0SWJPND0=,model,INVICTA Cenntro Logistar,Nk1UcklZYWFGY3B6U2kvSDd5blR1dz09
SDRrdmpSU0RROGRuQVJ4b3d1RFZ1dz09,model,INVICTA Orca I,Nk1UcklZYWFGY3B6U2kvSDd5blR1dz09
dC9yNGJybDlPeTJZbTJ6OFZTWklhUT09,model,LANCIA Delta,V0pia0JxRGpOSE1PaU00R0YrbDhnUT09
QUtDcWZiMzRENzA5TTVXWnVQSUEyOEFZSVN4NU4zSmwyVE1PN2h4dWloND0=,model,MASERATI Quattroporte,cW1oa1hWbHd1dHNBYUVLR1hiVWJJZz09
Ujd4b2VJT3psNm1hTkhmSzR4UE5iZz09,model,MG TF,UEtHRFJYbUtOZXZpOUp5NDltNUZJUT09
U3Z1NXV0eFVHQjExNXpyUndNUmYzUT09,model,PEUGEOT 106,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
NEFZMURiWUNEejJSMi9SVmF0SGswdz09,model,PIAGGIO Porter,OGpWaUFFQWFFb2taVXFUY2NoUWhtQT09
b0JtekMyYW1BRlJ0Y09IM1NNZDNNdz09,model,PORSCHE 944,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
UGdiNnlWYVhtdGlPSTRYcitrTlptdz09,model,RENAULT Latitude,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
M0lJZGh5dDRoejllMjVOMmd5bWJjQT09,model,RENAULT Modus,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
UlY2MDZvQzkwYmFIZldGa2k3Y0lvc1pLSmRGN2dVUDFnbTRKK0tOUCtGST0=,model,RENAULT Mégane Scénic,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
MmU3TE10Q2VkWWVGSVBPZURwZldtSTFEMVFHazU2dEk3dHBUVGkrWlJUaz0=,model,SEAT Ibiza Comercial,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
Unc4cWtseDYvdjhuU1dreC9GTDVEQT09,model,SERES 5,NE1VQkZybWpQRlY1aTJ1VEJ4dHVyUT09
eC84RmpRbTdPaWJvNHdkWUVqdVlDQT09,model,SUZUKI Alto,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
YzZVaHJRNTFhbjYzaTBkN0RTOGlqQT09,model,SUZUKI Celerio,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
MEpES1BKeFBLdlFqYi92SVZLL1I0Zz09,model,AIWAYS U5,Wkk2N2diTG5JRnpnK0RlbVNEUjhlQT09
ZGR3bFVTM1ZFZ2oxRWhEdENPV1hkZz09,model,ASTON MARTIN DB9,eGFWTXdsSXhCU1llMzN2akdTeEhkZz09
cWlscDM5OElwR1k1bXRPZFVmUDVoOHV5OERFa0pIOW90dUxGOTFhQ0J0bz0=,model,AUDI A1 Allstreet,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
cDdTUXJ2d2QreDdaRjZKV2x0bE5oQT09,model,AUDI Allroad,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
bU03OFArd2ZPSGNYMi9PY3NrdzZwUT09,model,AUDI Cabrio,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
aEpyUDZCby9UYkJ1Yk51K1hncWV2dz09,model,AUDI e-tron GT,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
U0JJRk9NVk42TndRTHJoTG05WC9XUT09,model,BYD Han,anQ4SVVGMUs4eEN2ZXZFUXNjOGFSQT09
ZS9hK1FjMDYwR0NWdWdJc084VzlKQT09,model,CHEVROLET Camaro,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
SUg3dytpUTQwVm9zR2NTSjk4Y0psUT09,model,CHEVROLET Epica,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
elpPYTFjM0J2U2xwZFRWdTk0TDZBUT09,model,CHEVROLET Lacetti,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
WlZ2RXdwTzZyQU1GR2JHQjZDcFI2QT09,model,CHEVROLET Malibu,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
TkR5b0I3YlY5M0loRCtDS0ZYUzk0UT09,model,CHEVROLET Tacuma,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
QVlhYmdPbEhRZUhKWjRncWhqMVFmdz09,model,CITROEN C-Crosser,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
ZzRVOUE4ek1LbXV5SlptWGpidWpHSm5Bb1ZuZ3NsNVNnSVdIVnBWZml3WT0=,model,CITROEN C3 Comercial,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
UFV4QXNQQ0VTTXo2emtJNkFTRHJZZXJ6L0FnT2JkUmlpVXZHNnRlZVdLRT0=,model,CITROEN Nemo Comercial,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
bStnVnhsdzgxYmpRKzN4T3o3b0ovdz09,model,DAEWOO Lanos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09
Yml6VnpDaE5xN01aa211VVFFZitWQT09,model,DFSK Serie C,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
dkFLQVpMQWxSNHdPcXpHeTBDOGJOQT09,model,FERRARI F430,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
Ny9QZGFZK1pLcXZDM2QwcmlKZ01FdjY2UnFhYnk4YXZuNFJWQTc3NUEvVT0=,model,FIAT 124 Spider,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
V3dRY3hjcElENDdyRENwNjJWZEcwQT09,model,HONDA CRX,R0RqMUROenlmNFVBSnpURm42bGhxZz09
aVF6cXdZMHJZUG10Y0dmWnRjMFAwdz09,model,HYUNDAI Veloster,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
eW1LdTAxY2VqZ3o5dml1UFBpMFpEZz09,model,INFINITI Q60,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
UzBqVUdYcXZaVUI3bnFuOHFTd3lTZz09,model,LADA Niva,NHRaL3pYdkZQNTlEUUJCL2FOcEJoQT09
cllJc043V0cxdnNmYWlSdGZQWmF4U2VSckIycmFDNFJvc1FQZERIOTV3VT0=,model,LAMBORGHINI Gallardo,d011WWxXSnl0SWF6aWdYMUhIdEkyQT09
