"model_id","name","brand_id","wallapop_name"
"","","31","Cube"
"","","31","Eco T"
"","","31","Evalia"
"","","31","Interstar"
"","","31","Juke"
"","","31","Kubistar"
"","","31","Leaf"
"","","31","Note"
"","","31","NP300"
"","","31","NT400 Cabstar"
"","","31","NT500"
"","","31","NV250"
"","","31","NV400"
"","","31","Pulsar"
"","","31","Qashqai"
"","","31","Qashqai+2"
"","","31","Townstar EV"
"","","31","X-Trail"
"1051","Adam","32",""
"392","Agila","32","Agila"
"1026","Ampera","32","Ampera"
"596","Antara","32","Antara"
"826","Ascona","32",""
"67","Astra","32","Astra"
"1514","Astra Electric","32","Astra Electric"
"1399","Astra PHEV","32",""
"1075","Cabrio","32","Cabrio"
"69","Calibra","32",""
"659","Combo","32","Combo"
"1377","Combo-e Life","32","Combo-e Life"
"1253","Combo Life","32","Combo Life"
"77","Corsa","32","Corsa"
"1289","Corsa-e","32","Corsa-e"
"1503","Corsa Electric","32",""
"1337","Crossland","32","Crossland"
"1219","Crossland X","32","Crossland X"
"170","Frontera","32","Frontera"
"1379","Grandland","32","Grandland"
"1398","Grandland PHEV","32",""
"1228","Grandland X","32","Grandland X"
"1292","Grandland X PHEV","32",""
"615","GT","32","GT"
"1163","GTC","32",""
"918","Insignia","32","Insignia"
"775","Kadett","32",""
"1160","Karl","32",""
"825","Manta","32",""
"506","Meriva","32","Meriva"
"1036","Mokka","32","Mokka"
"1333","Mokka-e","32","Mokka-e"
"1198","Mokka X","32","Mokka X"
"222","Monterey","32",""
"822","Monza","32",""
"686","Movano","32","Movano"
"151","Omega","32","Omega"
"824","Rekord","32",""
"823","Senator","32",""
"499","Signum","32","Signum"
"292","Sintra","32",""
"448","Speedster","32","Speedster"
"188","Tigra","32","Tigra"
"68","Vectra","32","Vectra"
"695","Vivaro","32","Vivaro"
"385","Zafira","32","Zafira"
"1339","Zafira-e Life","32","Zafira-e Life"
"1281","Zafira Life","32","Zafira Life"
"1012","Zafira Tourer","32","Zafira Tourer"
"","","32","ADAM"
"","","32","Combo-e"
"","","32","KARL"
"","","32","Movano-e"
"","","32","Vivaro-e"
"554","1007","33","1007"
"81","106","33","106"
"558","107","33","107"
"1135","108","33","108"
"1077","2008","33","2008"
"82","205","33",""
"380","206","33","206"
"1094","206 +","33",""
"487","206 SW","33",""
"587","207","33","207"
"1095","207 +","33",""
"1021","208","33","208"
"934","3008","33","3008"
"1316","3008 Hybrid","33",""
"42","306","33","306"
"293","307","33","307"
"484","307 SW","33",""
"447","308","33","308"
"821","309","33",""
"621","4007","33","4007"
"1039","4008","33","4008"
"155","405","33",""
"156","406","33","406"
"279","407","33","407"
"488","407 SW","33",""
"1441","408","33","408"
"950","5008","33","5008"
"1490","5008 Hybrid","33",""
"820","505","33",""
"982","508","33","508"
"1315","508 Hybrid","33",""
"819","604","33",""
"43","605","33","605"
"420","607","33","607"
"185","806","33","806"
"200","807","33","807"
"881","Bipper","33","Bipper"
"662","Boxer","33","Boxer"
"1303","e-2008","33","e-2008"
"1291","e-208","33","e-208"
"1523","E-3008","33",""
"1489","E-308","33",""
"1450","e-Rifter","33","e-Rifter"
"1347","e-Traveller","33","e-Traveller"
"990","ion","33",""
"778","J5","33",""
"681","Partner","33","Partner"
"893","Partner Origin","33",""
"968","RCZ","33","RCZ"
"1252","Rifter","33","Rifter"
"1201","Traveller","33","Traveller"
"","","33","e-308"
"","","33","e-Boxer"
"","","33","e-Expert"
"","","33","e-Partner"
"","","33","Expert"
"","","33","iOn"
"1177","718","34",""
"73","911","34","911"
"996","918","34",""
"818","924","34",""
"753","928","34",""
"817","944","34",""
"754","968","34",""
"290","Boxster","34","Boxster"
"510","Carrera GT","34","Carrera GT"
"503","Cayenne","34","Cayenne"
"1277","Cayenne Coupé","34",""
"573","Cayman","34","Cayman"
"1097","Macan","34","Macan"
"936","Panamera","34","Panamera"
"1297","Taycan","34","Taycan"
"","","34","718 Boxster"
"","","34","718 Cayman"
"","","34","718 Spyder"
"-1","Alpine","35",""
"811","Alpine","35",""
"1363","Arkana","35","Arkana"
"1442","Austral","35","Austral"
"464","Avantime","35","Avantime"
"1069","Captur","35","Captur"
"90","Clio","35","Clio"
"478","Clio Campus","35",""
"1074","Clio III","35",""
"153","Espace","35","Espace"
"634","Express","35","Express"
"956","Fluence","35","Fluence"
"812","Fuego","35",""
"306","Grand Espace","35","Grand Espace"
"1025","Grand Kangoo Combi","35",""
"875","Grand Modus","35",""
"477","Grand Scénic","35",""
"1153","Kadjar","35","Kadjar"
"674","Kangoo","35","Kangoo"
"876","Kangoo Combi","35",""
"898","Koleos","35","Koleos"
"54","Laguna","35","Laguna"
"987","Latitude","35","Latitude"
"677","Mascott","35","Mascott"
"649","Master","35","Master"
"700","Master Propulsión","35",""
"720","Maxity","35","Maxity"
"17","Mégane","35",""
"1395","Megane E-Tech","35",""
"543","Modus","35","Modus"
"149","Nevada","35",""
"814","R11","35",""
"813","R18","35",""
"729","R19","35",""
"764","R21","35",""
"759","R25","35",""
"773","R4","35",""
"763","R5","35",""
"816","R6","35",""
"815","R9","35",""
"18","Safrane","35","Safrane"
"270","Scénic","35",""
"261","Spider","35",""
"1165","Talisman","35","Talisman"
"648","Trafic","35","Trafic"
"122","Twingo","35","Twingo"
"469","Vel Satis","35","Vel Satis"
"975","Wind","35","Wind"
"1071","ZOE","35","ZOE"
"","","35","Express Van"
"","","35","Grand Kangoo"
"","","35","Grand Scenic"
"","","35","Megane"
"","","35","Scenic"
"","","35","Twingo Electric"
"","","35","Twizy"
"329","Corniche","36","Corniche"
"264","Park Ward","36","Park Ward"
"493","Phantom","36","Phantom"
"311","Silver Seraph","36","Silver Seraph"
"263","Silver Spur","36",""
"733","Silvier","36",""
"262","Siver Dawn","36",""
"","","36","Ghost"
"","","36","Touring Limousine"
"52","100","37",""
"116","200","37",""
"255","25","37","25"
"213","400","37",""
"214","45","37","45"
"50","600","37",""
"324","75","37","75"
"15","800","37",""
"221","Cabriolet","37",""
"117","Coupe","37",""
"271","Mini","37",""
"810","SD","37",""
"513","Streetwise","37","Streetwise"
"","","37","MINI"
"","","37","Defender"
"","","37","Discovery"
"","","37","Discovery Sport"
"","","37","Freelander"
"","","37","Range Rover"
"","","37","Range Rover Evoque"
"","","37","Range Rover Sport"
"","","37","Range Rover Velar"
"3","900","38",""
"5","9000","38",""
"4","9-3","38","9-3"
"940","9-3X","38","9-3X"
"1004","9-4X","38","9-4X"
"212","9-5","38","9-5"
"341","Alhambra","39","Alhambra"
"525","ALTEA","39",""
"624","Altea Freetrack","39",""
"600","Altea XL","39",""
"1231","Arona","39","Arona"
"349","Arosa","39","Arosa"
"1182","Ateca","39","Ateca"
"94","Cordoba","39","Cordoba"
"923","Exeo","39","Exeo"
"2","Ibiza","39","Ibiza"
"669","Inca","39","Inca"
"410","León","39",""
"808","Malaga","39",""
"225","Marbella","39",""
"1011","Mii","39","Mii"
"809","Ronda","39",""
"1264","Tarraco","39","Tarraco"
"650","Terra","39",""
"98","Toledo","39","Toledo"
"","","39","Altea"
"","","39","Leon"
"","","39","Mii electric"
"1034","Citigo","40","Citigo"
"1341","Enyaq","40",""
"1435","Enyaq Coupe","40",""
"411","Fabia","40","Fabia"
"805","Favorit","40",""
"9","Felicia","40","Felicia"
"108","Forman","40",""
"1296","Kamiq","40","Kamiq"
"1230","Karoq","40","Karoq"
"1212","Kodiaq","40","Kodiaq"
"350","Octavia","40","Octavia"
"351","Octavia Tour","40",""
"657","Pickup","40",""
"1053","Rapid","40","Rapid"
"604","Roomster","40","Roomster"
"807","S","40",""
"1278","Scala","40","Scala"
"610","Scout","40","Scout"
"1093","Spaceback","40","Spaceback"
"457","Superb","40","Superb"
"943","Yeti","40","Yeti"
"","","40","Citigo e iV"
"","","40","Enyaq Coupé iV "
"","","40","Enyaq iV"
"","","40","Pick Up"
"","","40","Praktik"
"1446","#1","41","#1"
"327","cabrio","41",""
"317","city-coupé","41",""
"467","crossblade","41",""
"524","forfour","41","forfour"
"318","fortwo","41","fortwo"
"472","roadster","41",""
"316","smart","41",""
"","","41","Cabrio"
"","","41","City Coupe"
"","","41","Crossblade"
"","","41","Roadster"
"601","Actyon","42","Actyon"
"719","Actyon Sports Pick Up","42",""
"22","Family","42",""
"23","K4D","42",""
"21","Korando","42","Korando"
"274","Korando KJ","42",""
"572","Kyron","42","Kyron"
"136","Musso","42","Musso"
"470","Rexton","42","Rexton"
"528","Rexton II","42",""
"569","Rodius","42","Rodius"
"708","Sports Pick Up","42","Sports Pick Up"
"1141","Tivoli","42","Tivoli"
"1373","Tivoli Grand","42",""
"1513","Torres","42","Torres"
"1193","XLV","42","XLV"
"","","42","Korando e-Motion"
"","","42","Musso Sports"
"","","42","Tivoli Grand "
"804","1800","43",""
"593","B9 Tribeca","43",""
"1049","BRZ","43","BRZ"
"310","Forester","43","Forester"
"523","G3X Justy","43",""
"63","Impreza","43","Impreza"
"158","Justy","43","Justy"
"62","Legacy","43","Legacy"
"1170","Levorg","43","Levorg"
"308","Outback","43","Outback"
"1481","Solterra","43","Solterra"
"64","SVX","43",""
"1001","Trezia","43","Trezia"
"884","Tribeca","43","Tribeca"
"981","WRX STI","43",""
"1022","XV","43","XV"
"","","43","WRX"
"1338","Across","44","Across"
"252","Alto","44","Alto"
"142","Baleno","44","Baleno"
"1142","Celerio","44","Celerio"
"320","Grand Vitara","44","Grand Vitara"
"465","Grand Vitara XL-7","44","Grand Vitara XL-7"
"332","Ignis","44","Ignis"
"319","Jimny","44","Jimny"
"978","Kizashi","44","Kizashi"
"458","Liana","44","Liana"
"10","Maruti","44",""
"168","Samurai","44","Samurai"
"1060","S-Cross","44","S-Cross"
"892","Splash","44","Splash"
"1349","Swace","44","Swace"
"44","Swift","44","Swift"
"589","SX4","44","SX4"
"1087","SX4 S-Cross","44",""
"133","Vitara","44","Vitara"
"304","Wagon R+","44",""
"","","44","Carry"
"","","44","Wagon R"
"1045","Aria","45","Aria"
"585","Grand Safari","45","Grand Safari"
"468","INDICA","45",""
"538","INDIGO","45",""
"325","Safari","45","Safari"
"315","Sumo","45","Sumo"
"147","Telco","45",""
"146","Telcosport","45","Telcosport"
"676","TL Pick Up","45",""
"1032","Vista","45","Vista"
"1035","Xenon","45","Xenon"
"874","Xenon Pick Up","45",""
"","","45","Indica"
"","","45","Indigo"
"","","45","Telcoline"
"53","4Runner","46",""
"273","Auris","46","Auris"
"305","Avensis","46","Avensis"
"432","Avensis Verso","46",""
"555","Aygo","46","Aygo"
"1396","Aygo X Cross","46",""
"1478","BZ4X","46",""
"120","Camry","46","Camry"
"12","Carina E","46",""
"134","Celica","46","Celica"
"1211","C-HR","46","C-HR"
"272","Corolla","46","Corolla"
"1511","Corolla Cross","46","Corolla Cross"
"492","Corolla Sedan","46",""
"481","Corolla Verso","46",""
"718","Dyna","46",""
"1464","GR86","46","GR86"
"1352","GR Supra","46","GR Supra"
"1340","GR Yaris","46",""
"1037","GT86","46",""
"1351","Highlander","46","Highlander"
"599","Hilux","46","Hilux"
"935","iQ","46","iQ"
"256","Land Cruiser","46","Land Cruiser"
"249","Land Cruiser 100","46","Land Cruiser 100"
"877","Land Cruiser 200","46","Land Cruiser 200"
"248","Land Cruiser 80","46",""
"257","Land Cruiser 90","46","Land Cruiser 90"
"1295","Mirai","46","Mirai"
"328","MR2","46","MR2"
"247","Paseo","46",""
"321","Picnic","46","Picnic"
"330","Previa","46","Previa"
"331","Prius","46","Prius"
"1096","Prius+","46","Prius+"
"1312","Proace City","46","Proace City"
"1313","Proace City Verso","46",""
"1216","Proace Verso","46",""
"131","Rav4","46",""
"150","Supra","46",""
"937","Urban Cruiser","46","Urban Cruiser"
"931","Verso","46","Verso"
"322","Yaris","46","Yaris"
"1367","Yaris Cross","46","Yaris Cross"
"326","Yaris Verso","46",""
"","","46","Aygo X"
"","","46","bZ4X"
"","","46","Dyna L"
"","","46","Dyna M"
"","","46","Dyna S"
"","","46","Dyna XL"
"","","46","GT 86"
"","","46","Hiace"
"","","46","Land Cruiser 150"
"","","46","Prius Plugin"
"","","46","Proace"
"","","46","RAV4"
"979","Amarok","47","Amarok"
"1220","Arteon","47","Arteon"
"1005","Beetle","47","Beetle"
"398","Bora","47","Bora"
"545","Caddy","47","Caddy"
"724","California","47","California"
"609","Caravelle","47","Caravelle"
"1020","CC","47","CC"
"152","Corrado","47",""
"682","Crafter","47","Crafter"
"591","Eos","47","Eos"
"1304","e-up!","47","e-up!"
"570","Fox","47","Fox"
"89","Golf","47","Golf"
"568","Golf Plus","47","Golf Plus"
"1120","Golf Sportsvan","47","Golf Sportsvan"
"1311","Grand California","47","Grand California"
"1325","ID.3","47","ID.3"
"1334","ID.4","47","ID.4"
"1388","ID.5","47","ID.5"
"1510","ID.7","47","ID.7"
"1428","ID. BUZZ","47",""
"399","Jetta","47","Jetta"
"652","LT","47",""
"361","Lupo","47","Lupo"
"522","Multivan","47","Multivan"
"405","New Beetle","47",""
"83","Passat","47","Passat"
"895","Passat CC","47","Passat CC"
"460","Phaeton","47","Phaeton"
"109","Polo","47","Polo"
"752","Santana","47",""
"799","Scirocco","47","Scirocco"
"346","Sharan","47","Sharan"
"1384","Taigo","47","Taigo"
"656","Taro","47",""
"1265","T-Cross","47","T-Cross"
"628","Tiguan","47","Tiguan"
"1240","Tiguan Allspace","47","Tiguan Allspace"
"461","Touareg","47","Touareg"
"462","Touran","47","Touran"
"636","Transporter","47","Transporter"
"1232","T-Roc","47","T-Roc"
"1009","up!","47","up!"
"95","Vento","47",""
"","","47","e-Crafter"
"","","47","Eurovan"
"","","47","Golf Cabrio"
"","","47","ID. Buzz"
"","","47","LT28"
"","","47","LT35"
"","","47","Passat Alltrack"
"","","47","Transporter T5"
"","","47","Transporter T6"
"796","240","48",""
"798","340","48",""
"797","360","48",""
"45","440","48",""
"179","460","48",""
"112","480","48",""
"795","740","48",""
"794","760","48",""
"46","850","48",""
"88","940","48",""
"180","960","48",""
"551","C30","48","C30"
"1378","C40","48","C40"
"302","C70","48","C70"
"229","Classic","48",""
"1500","EX30","48","EX30"
"1470","EX90","48","EX90"
"284","S40","48","S40"
"436","S60","48","S60"
"1157","S60 Cross Country","48",""
"47","S70","48","S70"
"371","S80","48","S80"
"181","S90","48","S90"
"285","V40","48","V40"
"1050","V40 Cross Country","48",""
"286","V50","48","V50"
"977","V60","48","V60"
"1156","V60 Cross Country","48",""
"48","V70","48","V70"
"49","V70 Classic","48",""
"300","V70 XC","48",""
"182","V90","48","V90"
"1204","V90 Cross Country","48",""
"1233","XC40","48","XC40"
"900","XC60","48","XC60"
"301","XC70","48","XC70"
"486","XC90","48","XC90"
"","","48","XC40 P8"
"93","Accord","69","Accord"
"97","Civic","69","Civic"
"846","Concerto","69",""
"354","CR-V","69","CR-V"
"101","CRX","69",""
"964","CR-Z","69","CR-Z"
"1505","e:NY1","69",""
"544","FR-V","69","FR-V"
"1298","Honda e","69",""
"401","HR-V","69","HR-V"
"924","Insight","69","Insight"
"456","Jazz","69","Jazz"
"220","Legend","69","Legend"
"402","Logo","69","Logo"
"199","NSX","69","NSX"
"102","Prelude","69","Prelude"
"409","S2000","69","S2000"
"454","Stream","69","Stream"
"1504","ZR-V","69","ZR-V"
"","","69","e"
"","","69","e:Ny1"
"660","Porter","87","Porter"
"721","Quargo","87",""
"","","87","Porter NP6"
"792","353","186",""
"865","Maestro","111",""
"866","Metro","111",""
"726","Mini","111",""
"867","Mini Moke","111",""
"768","Montego","111",""
"241","Firebird","112",""
"242","Trans Am","112",""
"226","Trans Sport","112",""
"633","Daily","126","Daily"
"887","Massif","126","Massif"
"713","Maxus","128",""
"","","128","Convoy"
"747","Double Six","145",""
"855","Series III","145",""
"114","Serie XJ","145",""
"748","Six","145",""
"557","XJ","145",""
"","","145","Daimler"
"854","328","146",""
"737","348","146",""
"744","355","146",""
"190","360","146","360"
"852","412","146",""
"629","430","146",""
"196","456","146","456"
"197","456M","146",""
"953","458","146","458"
"1161","488","146","488"
"193","550 Maranello","146",""
"194","575M Maranello","146",""
"195","599","146",""
"198","612","146",""
"1245","812","146","812"
"912","California","146","California"
"511","Enzo","146","Enzo"
"1099","F12","146",""
"189","F355","146","F355"
"851","F40","146",""
"191","F430","146","F430"
"294","F50","146",""
"192","F512 M","146",""
"1027","FF","146","FF"
"1183","GTC4","146",""
"853","Mondial","146",""
"1244","Portofino","146","Portofino"
"560","Superamerica","146",""
"","","146","296"
"","","146","612 Scaglietti"
"","","146","Daytona SP3"
"","","146","F12tdf"
"","","146","F550"
"","","146","F575"
"","","146","F599"
"","","146","F8"
"","","146","GTC4Lusso"
"","","146","LaFerrari"
"","","146","Monza"
"","","146","Purosangue"
"","","146","Roma"
"","","146","SF90"
"423","Elise","147","Elise"
"1438","Emira","147","Emira"
"424","Exige","147","Exige"
"","","147","Esprit"
"","","147","Europa S"
"","","147","Evora"
"605","+4","149",""
"421","4/4","149","4/4"
"498","Aero 8","149","Aero 8"
"730","Plus 4","149","Plus 4"
"422","Plus 8","149","Plus 8"
"534","Roadster","149","Roadster"
"533","V6","149",""
"","","149","Aero Coupe"
"","","149","Aero Supersports"
"","","149","Roadster 3.7"
"507","214","153",""
"1088","4X4","153",""
"627","Kalina","153","Kalina"
"165","Niva","153","Niva"
"983","Priora","153","Priora"
"234","Sagona","153",""
"161","Samara","153",""
"844","Serie 2100","153",""
"378","Stawra 2110","153",""
"","","153","2100 Series"
"802","Horizon","156",""
"774","Samba","156",""
"801","Solara","156",""
"800","Tagora","156",""
"618","Avenger","173","Avenger"
"582","Caliber","173","Caliber"
"1519","Challenger","173",""
"1518","Charger","173",""
"1517","Durango","173",""
"894","Journey","173","Journey"
"616","Nitro","173","Nitro"
"541","Viper","173","Viper"
"20","Elba","185",""
"845","Minitre","185",""
"1167","CLUBMAN","222",""
"971","COUNTRYMAN","222",""
"449","MINI","222","MINI"
"1052","Paceman","222","Paceman"
"","","222","Cabrio"
"","","222","Clubman"
"","","222","Countryman"
"","","222","Coupé"
"","","222","Mini"
"","","222","Roadster"
"475","H2","234","H2"
"564","H3","234","H3"
"921","H3T","234",""
"159","10","238",""
"160","24","238",""
"791","Dacia","238",""
"30","Expander","238",""
"","","238","Arona"
"","","238","Arosa"
"789","Freeclimber Diesel","241",""
"995","Aventador","243","Aventador"
"526","Gallardo","243","Gallardo"
"1116","Huracán","243","Huracán"
"527","Murcielago","243","Murcielago"
"","","243","Urus"
"714","Bolero Pick-Up","246",""
"787","CJ","246",""
"1179","Genio","246","Genio"
"716","Goa","246","Goa"
"715","Goa Pick-Up","246",""
"1305","Goa Pik Up Plus","246",""
"1254","KUV100","246","KUV100"
"1350","KUV100 NXT","246",""
"1006","Pikup","246",""
"1178","Quanto","246","Quanto"
"1007","Thar","246","Thar"
"1146","XUV500","246",""
"","","246","Bolero"
"","","246","XUV 500"
"31","Contac","1011",""
"1055","Dokker","1011","Dokker"
"962","Duster","1011","Duster"
"1389","Jogger","1011","Jogger"
"1028","Lodgy","1011","Lodgy"
"575","Logan","1011","Logan"
"903","Sandero","1011","Sandero"
"1370","Spring","1011","Spring"
"","","1011","Logan MCV"
"910","EX","1025",""
"911","FX","1025",""
"909","G","1025",""
"973","M","1025",""
"1086","Q30","1025","Q30"
"1068","Q50","1025","Q50"
"1121","Q60","1025","Q60"
"1122","Q70","1025","Q70"
"1195","QX30","1025","QX30"
"1124","QX50","1025","QX50"
"1123","QX70","1025","QX70"
"","","1025","EX30"
"","","1025","EX37"
"","","1025","FX30"
"","","1025","FX37"
"","","1025","FX50"
"","","1025","G37"
"","","1025","M30"
"","","1025","M35"
"","","1025","M37"
"790","Diesel","1321",""
"471","Maybach","1323","Maybach"
"28","100","1324",""
"29","121","1324",""
"379","110 Stawra","1325",""
"390","111 Stawra","1325",""
"450","112 Stawra","1325",""
"166","214","1325","214"
"391","215","1325","215"
"","","1325","110"
"","","1325","111"
"","","1325","112"
"358","Rocsta","1326",""
"1258","Ateca","1400",""
"1381","Born","1400",""
"1329","Formentor","1400",""
"1335","León","1400",""
"","","1400","Corvette"
"","","1400","Corvette"
"576","300","1328","300"
"577","350","1328","350"
"697","Anibal","1328","Anibal"
"711","Anibal Pick Up","1328",""
"777","CAMION","1329",""
"1186","124 Spider","1330","124 Spider"
"916","500","1330","500"
"970","500C","1330",""
"917","Grande Punto","1330",""
"1040","Punto","1330","Punto"
"969","Punto EVO","1330",""
"","","1330","500e"
"","","1330","595"
"","","1330","695"
"","","1330","Punto Evo"
"1467","500","1351",""
"1268","580","1351",""
"1320","Fengon 5","1351",""
"1319","ix5","1351",""
"1354","Seres 3","1351",""
"1102","Serie K","1351",""
"1111","Serie K","1351",""
"1101","Serie V","1351",""
"1104","Serie V","1351",""
"1480","Atto 3","1352",""
"1492","Dolphin","1352",""
"1112","E6","1352",""
"1482","Han","1352",""
"1509","Seal","1352",""
"1479","Tang","1352",""
"","","1352","ATTO 3"
"","","1352","DOLPHIN"
"","","1352","e6"
"","","1352","HAN"
"","","1352","SEAL"
"","","1352","TANG"
"1262","Model 3","1354","Model 3"
"1171","Model S","1354","Model S"
"1172","Model X","1354","Model X"
"1328","Model Y","1354","Model Y"
"","","1354","Roadster"
"1149","DS 3","1358","DS 3"
"1263","DS 3 Crossback","1358",""
"1308","DS 3 Crossback E-Tense","1358",""
"1147","DS 4","1358","DS 4"
"1169","DS 4 Crossback","1358",""
"1148","DS 5","1358","DS 5"
"1440","DS 7","1358","DS 7"
"1223","DS 7 Crossback","1358",""
"1290","DS 7 Crossback E-Tense","1358",""
"1348","DS 9","1358","DS 9"
"","","1358","DS 3 CROSSBACK"
"","","1358","DS 7 CROSSBACK"
"","","1358","DS3"
"","","1358","DS3"
"","","1358","DS4"
"","","1358","DS5"
"1520","RAM 1500","1372",""
"1288","A110","1377","A110"
"1486","DR 1.0 EV","1401",""
"1270","DR3","1401",""
"1403","DR 3","1401",""
"1484","DR 3.0","1401",""
"1269","DR4","1401",""
"1404","DR 4.0","1401",""
"1402","DR4.0","1401",""
"1411","DR 5.0","1401",""
"1271","DR5 EVO","1401",""
"1272","DR6","1401",""
"1409","DR 6","1401",""
"1487","DR 6.0","1401",""
"1488","DR 7.0","1401",""
"1408","DR EVO 5","1401",""
"1410","DR F35","1401",""
"1405","F35","1401",""
"1485","PK8","1401",""
"1420","2","1402","2"
"1437","3","1402","3"
"1516","4","1402",""
"1401","Euniq 5","1403",""
"1493","Mifa 9","1403",""
"1466","T90","1403",""
"","","1403","Deliver 9"
"","","1403","e-Deliver 3"
"","","1403","e-Deliver 9"
"","","1403","EUNIQ 5"
"","","1403","EV80"
"","","1403","MIFA 9"
"","","1403","T90 EV"
"","","1403","V80"
"1336","01","1404","01"
"1346","D2S","1405",""
"1393","Orca","1405",""
"1394","U5","1408","U5"
"1459","U6","1408","U6"
"1424","Grenadier","1409","Grenadier"
"1477","cross 4","1410",""
"1412","EVO 3","1410",""
"1414","EVO 3 Electric","1410",""
"1413","EVO 4","1410",""
"1415","EVO 5","1410",""
"","","1410","Punto Evo"
"","","1410","Punto Evo"
"","","1410","Range Rover Evoque"
"","","1410","Evora"
"1418","G01","1411",""
"1419","G01F","1411",""
"1460","Cenntro Logistar Pick Up","1413",""
"1432","D2S","1413",""
"1462","EVum aCar","1413",""
"1433","Metro","1413",""
"1429","Orca Pick Up","1413",""
"1473","Logistar 200","1415",""
"1471","Metro","1415",""
"1474","Orca","1417",""
"1475","D2S","1418",""
"1501","Spartan","1419",""
"1507","5","1420",""
"1522","3","1421",""